id,year,gender,place,state,stateClass,indiaClass,area,areaClass
3881,2013,Male,Delhi,Delhi,delhi,india,Arts,arts
2844,2003,Male,Delhi,Delhi,delhi,india,Arts,arts
1213,1973,Male,Delhi,Delhi,delhi,india,Arts,arts
3027,2005,Female,Delhi,Delhi,delhi,india,Arts,arts
487,1966,Male,Delhi,Delhi,delhi,india,Arts,arts
2134,1991,Female,Delhi,Delhi,delhi,india,Arts,arts
3048,2006,Female,Delhi,Delhi,delhi,india,Arts,arts
3255,2007,Female,Delhi,Delhi,delhi,india,Arts,arts
666,1968,Female,Delhi,Delhi,delhi,india,Arts,arts
2504,2000,Female,Delhi,Delhi,delhi,india,Arts,arts
3903,2013,Female,Delhi,Delhi,delhi,india,Arts,arts
2469,1999,Female,Delhi,Delhi,delhi,india,Arts,arts
2546,2000,Female,Delhi,Delhi,delhi,india,Arts,arts
589,1967,Female,Delhi,Delhi,delhi,india,Arts,arts
1554,1981,Female,Delhi,Delhi,delhi,india,Arts,arts
2259,1992,Female,Delhi,Delhi,delhi,india,Arts,arts
2756,2003,Female,Delhi,Delhi,delhi,india,Arts,arts
848,1970,Male,Delhi,Delhi,delhi,india,Arts,arts
2440,1999,Female,Delhi,Delhi,delhi,india,Arts,arts
3639,2010,Female,Delhi,Delhi,delhi,india,Arts,arts
520,1966,Female,Delhi,Delhi,delhi,india,Arts,arts
2343,1992,Female,Delhi,Delhi,delhi,india,Arts,arts
1123,1972,Male,Delhi,Delhi,delhi,india,Arts,arts
2618,2001,Male,Delhi,Delhi,delhi,india,Arts,arts
2344,1992,Female,Delhi,Delhi,delhi,india,Arts,arts
2893,2004,Male,Delhi,Delhi,delhi,india,Arts,arts
3283,2008,Male,Delhi,Delhi,delhi,india,Arts,arts
2788,2003,Female,Delhi,Delhi,delhi,india,Arts,arts
1444,1976,Male,Delhi,Delhi,delhi,india,Arts,arts
1185,1973,Female,Delhi,Delhi,delhi,india,Arts,arts
2576,2001,Female,Delhi,Delhi,delhi,india,Arts,arts
2887,2004,Male,Delhi,Delhi,delhi,india,Arts,arts
1713,1984,Male,Delhi,Delhi,delhi,india,Arts,arts
245,1960,Female,Delhi,Delhi,delhi,india,Arts,arts
1597,1982,Male,Delhi,Delhi,delhi,india,Arts,arts
2561,2001,Female,Delhi,Delhi,delhi,india,Arts,arts
4221,2016,Female,Delhi,Delhi,delhi,india,Arts,arts
4221,2017,Female,Delhi,Delhi,delhi,india,Arts,arts
628,1968,Female,Delhi,Delhi,delhi,india,Arts,arts
2406,1998,Female,Delhi,Delhi,delhi,india,Arts,arts
3517,2010,Female,Delhi,Delhi,delhi,india,Arts,arts
1917,1988,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
2053,1990,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1606,1983,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1401,1976,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1456,1977,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
933,1971,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
414,1965,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1523,1981,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
3544,2010,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1190,1973,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
562,1967,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
393,1964,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1495,1977,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
3649,2011,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1081,1972,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1385,1976,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1933,1988,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
738,1969,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
3294,2008,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
2059,1990,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
2385,1998,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1648,1983,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
3615,2010,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
294,1962,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
2419,1999,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
2639,2001,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1197,1973,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
2969,2005,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1280,1974,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1894,1987,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1756,1985,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
821,1970,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
425,1965,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1792,1985,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1053,1972,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1229,1974,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1620,1983,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
235,1960,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
2282,1992,Female,Delhi,Delhi,delhi,india,Civil Service,civil-service
1283,1974,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1017,1972,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1474,1977,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1696,1984,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1798,1985,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
3112,2006,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
2310,1992,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
329,1962,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
2946,2005,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
3298,2008,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
349,1963,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1686,1984,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1096,1972,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
889,1971,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
595,1968,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1187,1973,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1799,1985,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
2473,2000,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
645,1968,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
2420,1999,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
827,1970,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1865,1987,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1070,1972,Female,Delhi,Delhi,delhi,india,Civil Service,civil-service
3885,2013,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
2681,2002,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1861,1987,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1819,1986,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
2475,2000,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
2323,1992,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1870,1987,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1729,1984,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
498,1966,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
3551,2010,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1043,1972,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
3146,2007,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
256,1961,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1433,1976,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
2327,1992,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1018,1972,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1204,1973,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1503,1977,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1590,1982,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
769,1970,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
27,1954,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1208,1973,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1294,1974,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1331,1975,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1824,1986,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
672,1969,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1436,1976,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
2193,1991,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1399,1976,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1117,1972,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1849,1986,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
4201,2015,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
3798,2012,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
376,1963,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1807,1985,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
994,1972,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1441,1976,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
3676,2011,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1830,1986,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1873,1987,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1750,1985,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
924,1971,Female,Delhi,Delhi,delhi,india,Civil Service,civil-service
975,1971,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1298,1974,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
743,1969,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1368,1975,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1607,1983,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
3677,2011,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
517,1966,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1047,1972,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1125,1972,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1763,1985,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1265,1974,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1563,1982,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
3773,2012,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
2485,2000,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
3139,2007,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1818,1986,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1989,1989,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
1826,1986,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
4012,2014,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
4242,2016,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
4242,2017,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
2256,1992,Male,Delhi,Delhi,delhi,india,Civil Service,civil-service
3423,2009,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
1834,1986,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
3126,2006,Female,Delhi,Delhi,delhi,india,Literature and Education,literature-education
3929,2013,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
532,1967,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
3425,2009,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
2846,2004,Female,Delhi,Delhi,delhi,india,Literature and Education,literature-education
750,1969,Female,Delhi,Delhi,delhi,india,Literature and Education,literature-education
2949,2005,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
1836,1986,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
1991,1989,Female,Delhi,Delhi,delhi,india,Literature and Education,literature-education
3930,2013,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
2579,2001,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
2020,1990,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
4059,2014,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
4169,2015,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
4291,2016,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
4291,2017,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
2299,1992,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
1919,1988,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
2754,2003,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
220,1960,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
3727,2011,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
3336,2008,Female,Delhi,Delhi,delhi,india,Literature and Education,literature-education
1969,1989,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
1377,1976,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
535,1967,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
2358,1998,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
4181,2015,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
3345,2008,Female,Delhi,Delhi,delhi,india,Literature and Education,literature-education
3535,2010,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
765,1970,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
4182,2015,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
636,1968,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
1459,1977,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
1496,1977,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
4061,2014,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
3047,2006,Female,Delhi,Delhi,delhi,india,Literature and Education,literature-education
3870,2012,Female,Delhi,Delhi,delhi,india,Literature and Education,literature-education
944,1971,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
2454,1999,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
3546,2010,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
1961,1989,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
2729,2002,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
458,1965,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
2854,2004,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
2047,1990,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
1472,1977,Male,Delhi,Delhi,delhi,india,Literature and Education,literature-education
